name,scientific_name,ott_id,uniqname,image_url,comments
hibiscus,Hibiscus rosa-sinensis,378513,Hibiscus rosa-sinensis,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/177/26790177.jpg,
willow tree,Salix,458856,Salix (genus in kingdom Archaeplastida),https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/119/32373119.jpg,
palm tree,Arecaceae,526437,Arecaceae,http://commons.wikimedia.org/wiki/Special:FilePath/Manila%20dwarf%20coconut%20palm.jpg,
cherry blossom,Prunus serrulata,746756,Prunus serrulata,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/027/25799027.jpg,
fern,Polypodiopsida,166292,Polypodiopsida,http://commons.wikimedia.org/wiki/Special:FilePath/Dicksonia%20antarctica%20in%20Nunniong%2C%20Australia.jpg,
clover,Trifolium,935477,Trifolium (genus in kingdom Archaeplastida),https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/338/31335338.jpg,
moss,Bryophyta,246594,Bryophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Haeckel%20Muscinae.jpg,
ivy,Hedera helix,524074,Hedera helix,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/864/31652864.jpg,
venus flytrap,Dionaea muscipula,14971,Dionaea muscipula,https://www.onezoom.org/OZtree/static/FinalOutputs/img/3/264/-26836264.jpg,
wheat,Triticum aestivum,31926,Triticum aestivum,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/379/32796379.jpg,
rice,Oryza sativa,709894,Oryza sativa,http://commons.wikimedia.org/wiki/Special:FilePath/Reis-Rispe.jpg,
aloe vera,Aloe vera,62303,Aloe vera,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/545/1993545.jpg,
hyrax,Hyracoidea,561107,Hyracoidea,http://commons.wikimedia.org/wiki/Special:FilePath/Ein%20klippschliefer.jpg,
binturong,Arctictis binturong,768502,Arctictis binturong,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/162/26805162.jpg,
beluga whale,Delphinapterus leucas,851318,Delphinapterus leucas,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/774/27789774.jpg,
yellow canary,Crithagra flaviventris,903271,Crithagra flaviventris,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/177/32538177.jpg,
whale shark,Rhincodon typus,214509,Rhincodon typus,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/366/27225366.jpg,
water bear,Tardigrada,111438,Tardigrada,http://commons.wikimedia.org/wiki/Special:FilePath/Hypsibiusdujardini.jpg,
flying fox,Pteropodidae,574742,Pteropodidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/112/27157112.jpg,
horseshoe bat,Rhinolophidae,635025,Rhinolophidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/287/27049287.jpg,
Old World leaf-nosed bat,Hipposideridae,316928,Hipposideridae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/199/27142199.jpg,
false vampire bat,Megadermatidae,813048,Megadermatidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/281/26925281.jpg,
bumblebee bat,Craseonycteridae,32051,Craseonycteridae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/057/27290057.jpg,
free-tailed bat,Molossidae,238416,Molossidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/876/32591876.jpg,
vesper bat,Vespertilionidae,238434,Vespertilionidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/833/27290833.jpg,
mouse-tailed bat,Rhinopomatidae,267987,Rhinopomatidae,http://commons.wikimedia.org/wiki/Special:FilePath/Greater%20Mouse%20Tailed%20bat%20%28Rhinopoma%20microphyllum%29.jpg,
disk-winged bat,Thyropteridae,267980,Thyropteridae,http://commons.wikimedia.org/wiki/Special:FilePath/Thyroptera_discifera.jpg,
sac-winged bat,Emballonuridae,581454,Emballonuridae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/20/393/1832393.jpg,
ghost-faced bat,Mormoopidae,292475,Mormoopidae,http://commons.wikimedia.org/wiki/Special:FilePath/Mormoops%20blainvillii.jpg,
New World leaf-nosed bat,Phyllostomidae,289151,Phyllostomidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/504/27703504.jpg,
vampire bat,Desmodontinae,1039975,Desmodontinae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/819/27715819.jpg,
fruit-eating bat,Stenodermatinae,1039976,Stenodermatinae,http://commons.wikimedia.org/wiki/Special:FilePath/Artibeus_sp._Tortuguero_National_Park_crop.jpg,
funnel-eared bat,Natalidae,1018309,Natalidae,http://commons.wikimedia.org/wiki/Special:FilePath/Natalus%20stramineus.jpg,
smoky bat,Furipteridae,1060468,Furipteridae,http://commons.wikimedia.org/wiki/Special:FilePath/Furipterus%20horrens.jpg,
bulldog bat,Noctilionidae,759861,Noctilionidae,http://commons.wikimedia.org/wiki/Special:FilePath/Captive%20Noctilio%20leporinus.jpg,
slit-faced bat,Nycteridae,1018272,Nycteridae,http://commons.wikimedia.org/wiki/Special:FilePath/Nycteris%20thebaica.jpg,
New Zealand short-tailed bat,Mystacinidae,759857,Mystacinidae,http://commons.wikimedia.org/wiki/Special:FilePath/MystacinaTuberculataFord.jpg,
sucker-footed bat,Myzopodidae,6788,Myzopodidae,http://commons.wikimedia.org/wiki/Special:FilePath/Myzopoda%20Myzopodidae.jpg,
wing-gland bat,Cistugo,533619,Cistugo,http://commons.wikimedia.org/wiki/Special:FilePath/Cistugo_lesueuri.jpg,
long-fingered bat,Miniopterus,238423,Miniopterus,http://commons.wikimedia.org/wiki/Special:FilePath/Miniopterus%20schreibersii%20dasythrix.jpg,
trident bat,Triaenops,221784,Triaenops,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/170/31364170.jpg,
glaucophyte,Glaucophyta,664970,Glaucophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Glaucocystis%20sp.jpg,
red algae,Rhodophyta,878953,Rhodophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Chondrus%20crispus%20-%20K%C3%B6hler%E2%80%93s%20Medizinal-Pflanzen-034.jpg,
green plant,Chloroplastida,361838,Chloroplastida,http://commons.wikimedia.org/wiki/Special:FilePath/Taiwan%202009%20East%20Coast%20ShihTiPing%20Giant%20Stone%20Steps%20Algae%20FRD%206581.jpg,
green alga,Chlorophyta,979501,Chlorophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Volvocales.png,
streptophyte,Streptophyta,916750,Streptophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Diversity%20of%20plants%20%28Streptophyta%29%20version%202.png,
pedinophyte,Pedinophyceae,542091,Pedinophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Pedinomonas%20minor.png,
chlorodendrophyte,Chlorodendrophyceae,5578918,Chlorodendrophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Bacillario008.png,
mesostigma,Mesostigmatophyceae,930075,Mesostigmatophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Mesostigma%20viride%20534857918.jpg,
chlorokybus,Chlorokybophyceae,897408,Chlorokybophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Chlorokybus%20atmophyticus.jpg,
klebsormidium,Klebsormidiophyceae,372052,Klebsormidiophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Klebsormidium%20bilatum%20Belgium%20%2814759117646%29.jpg,
coleochaete,Coleochaetophyceae,885793,Coleochaetophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/British%20fresh-water%20algae%2C%20exclusive%20of%20Desmidieae%20and%20Diatomaceae%20%281882-1884%29%20%2820409523652%29.jpg,
stonewort,Charophyceae,916310,Charophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/CharaFragilis.jpg,
land plant,Embryophyta,56610,Embryophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Plants.jpg,
liverwort,Marchantiophyta,56601,Marchantiophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Assortment%20of%20Hepaticae%20from%20Kunstformen%20der%20Natur%20%281904%29%2C%20plate%2082.jpg,
hornwort,Anthocerotophyta,738980,Anthocerotophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Phaeoceros%20laevis.jpg,
vascular plant,Tracheophyta,10210,Tracheophyta,http://commons.wikimedia.org/wiki/Special:FilePath/PinusSylvestris.jpg,
clubmoss,Lycopodiopsida,144795,Lycopodiopsida,http://commons.wikimedia.org/wiki/Special:FilePath/Lycopodium%20plant.jpg,
euphyllophyte,Euphyllophyta,1007992,Euphyllophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Illustration%20Crocus%20vernus0.jpg,
seed plant,Spermatophyta,10218,Spermatophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Bleeding%20hearts%2C%20Flickr%20awards.jpg,
gymnosperm,Acrogymnospermae,5296507,Acrogymnospermae,http://commons.wikimedia.org/wiki/Special:FilePath/Gymnospermae.jpg,
cycad,Cycadidae,7579470,Cycadidae,http://commons.wikimedia.org/wiki/Special:FilePath/Cycas%20circinalis%20male%20cone%20in%20Olomouc.jpg,
ginkgo,Ginkgophyta,7580118,Ginkgophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Ginkgo%20biloba0.jpg,
gnetophyte,Gnetophyta,10209,Gnetophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Welwitschia-mirabilis-female.jpg,
stramenopiles,Stramenopiles,266745,Stramenopiles,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/664/29738664.jpg,
brown algae,Phaeophyceae,48614,Phaeophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Kelp-forest-Monterey.jpg,
kelps,Lessoniaceae,753588,Lessoniaceae,http://commons.wikimedia.org/wiki/Special:FilePath/Macrocystis_pyrifera.jpg,
bull kelp,Nereocystis luetkeana,437278,Nereocystis luetkeana,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/874/26885874.jpg,
giant kelp,Macrocystis pyrifera,753585,Macrocystis pyrifera,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/891/26885891.jpg,
diatoms,Bacillariophyta,5342311,Bacillariophyta,http://commons.wikimedia.org/wiki/Special:FilePath/Diatoms.jpg,
yellow-green algae,Xanthophyceae,151001,Xanthophyceae,http://commons.wikimedia.org/wiki/Special:FilePath/Alger%2C%20Botydium%20granulatum%2C%20Nordisk%20familjebok.png,
water molds,Peronosporomycetes,555765,Peronosporomycetes,http://commons.wikimedia.org/wiki/Special:FilePath/Phytophtora%20reproduction.png,
rockweeds,Fucales,446449,Fucales,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/043/34146043.jpg,
acid kelps / desmarestias,Desmarestiales,388859,Desmarestiales,http://commons.wikimedia.org/wiki/Special:FilePath/Desmerestia%20aculeata.jpg,
dictyotas,Dictyotales,48611,Dictyotales,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/896/31339896.jpg,
sea lettuces,Ulvales,951302,Ulvales,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/099/25666099.jpg,
sea lettuce,Ulva,951293,Ulva,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/099/25666099.jpg,
most red seaweeds,Florideophycidae,674036,Florideophycidae,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/627/19670627.jpg,
nori group,Bangiales,999795,Bangiales,https://www.onezoom.org/OZtree/static/FinalOutputs/img/99/070/27811070.jpg,
coralline red algae,Corallinales,238994,Corallinales,http://commons.wikimedia.org/wiki/Special:FilePath/Corallina%20elongata.jpg,
